2018-05-22T10:52+0100,86847145000,0,false
2018-05-22T14:13+0100,87483753000,0,false
2018-05-23T10:30+0100,82489194000,0,false
2018-05-23T13:55+0100,87218044000,0,false
2018-05-23T17:14+0100,85923357000,0,false
2018-05-25T17:12+0100,33965150000,0,false
2018-05-28T16:01+0100,30559553000,0,false
2018-05-28T16:46+0100,34897352000,0,false
2018-05-29T04:04+0100,33415722000,0,false
2018-05-29T10:53:26+0100,34010868000,990188000,[  ]
2018-05-29T22:29:03+0100,32277159000,908637000,[  ]
2018-05-30T09:54:00+0100,35271880000,976584000,[  ]
2018-05-30T21:27:15+0100,33060240000,927541000,[  ]
2018-05-31T08:16:41+0100,33039557000,914178000,[  ]
2018-05-31T18:33:05+0100,35611659000,983680000,[  ]
2018-06-01T06:17:21+0100,31404542000,880991000,[  ]
