2018-04-04T12:08+0100,32533000,19419000,[  ]
2018-04-04T12:09+0100,27748000,17321000,[  ]
2018-04-04T14:18+0100,34162000,19707000,[  ]
2018-04-04T14:27+0100,34129000,20525000,[  ]
2018-04-04T14:28+0100,32642000,19598000,[  ]
2018-04-04T14:29+0100,23214000,17353000,[  ]
2018-04-04T14:30+0100,34438000,20784000,[  ]
2018-04-04T14:31+0100,32397000,19895000,[  ]
2018-04-04T14:32+0100,23204000,17172000,[  ]
2018-04-04T14:34+0100,24383000,10448000,[  ]
2018-04-04T14:35+0100,16322000,10111000,[  ]
2018-04-04T14:36+0100,31930000,19977000,[  ]
2018-04-04T14:37+0100,22271000,14797000,[  ]
2018-04-04T14:38+0100,31927000,20284000,[  ]
2018-04-04T14:39+0100,33584000,20455000,[  ]
2018-04-04T14:41+0100,34373000,20669000,[  ]
2018-04-04T14:42+0100,16926000,10133000,[  ]
2018-04-04T14:43+0100,75343000,15576000,[  ]
2018-04-04T14:44+0100,34209000,20566000,[  ]
2018-04-04T14:45+0100,33298000,20686000,[  ]
2018-04-04T14:47+0100,34072000,20745000,[  ]
2018-04-04T14:48+0100,34214000,20415000,[  ]
